target_entropy,best_loss,early_stopped
10.85,0.887717604637146,1
10.9,0.8399829864501953,1
10.95,0.9129183292388916,1
11.0,0.8172560930252075,1
11.05,0.8654199838638306,1
11.1,0.6461852788925171,0
11.15,0.7138954401016235,1
11.2,0.6761664152145386,1
11.25,0.5010045766830444,1
11.3,0.5668811798095703,1
11.35,0.4939543604850769,1
11.4,0.5029051899909973,1
11.45,0.4536198377609253,1
11.5,0.4100070595741272,1
11.55,0.3498982787132263,1
11.6,0.166865736246109,1
11.65,0.1773878037929535,1
11.7,0.19686420261859894,1
11.75,0.013248485513031483,1
