target_entropy,best_loss,early_stopped
0,0.0011987164616584778,1
0.05,1.0413485765457153,1
0.1,3.704990863800049,1
0.15,6.960498332977295,1
0.2,9.462127685546875,1
0.25,18.99630355834961,1
0.3,19.58647918701172,1
0.35,4.369523048400879,1
0.4,4.174591064453125,1
0.45,6.0852952003479,1
0.5,5.334825038909912,1
0.55,15.789078712463379,1
0.6,7.6046366691589355,1
0.65,6.701319694519043,1
0.7,5.802788734436035,1
0.75,6.354593753814697,1
0.8,3.586874008178711,1
0.85,4.109123229980469,1
0.9,6.418997287750244,1
0.95,13.410057067871094,1
1.0,5.212301731109619,1
1.05,8.374871253967285,1
1.1,23.338306427001953,1
1.15,10.258079528808594,1
1.2,8.619030952453613,1
1.25,19.61105728149414,1
1.3,11.063108444213867,1
1.35,9.58517074584961,1
1.4,19.558284759521484,1
1.45,22.893606185913086,1
1.5,9.229625701904297,1
1.55,11.450231552124023,1
1.6,13.206729888916016,1
1.65,17.270540237426758,1
1.7,9.053189277648926,1
1.75,17.226757049560547,1
1.8,13.27352523803711,1
1.85,16.90103530883789,1
1.9,14.687664031982422,1
1.95,18.574989318847656,1
2.0,20.459735870361328,1
2.05,15.36963939666748,1
2.1,12.359796524047852,1
2.15,19.450773239135742,1
2.2,10.638160705566406,1
2.25,28.313270568847656,1
2.3,19.198925018310547,1
2.35,14.595874786376953,1
2.4,18.72357177734375,1
2.45,20.04956817626953,1
2.5,20.093782424926758,1
2.55,19.45249366760254,1
2.6,20.501235961914062,1
2.65,26.1618595123291,1
2.7,22.439838409423828,1
2.75,24.374248504638672,1
2.8,24.979650497436523,1
2.85,26.85308837890625,1
2.9,21.122600555419922,1
2.95,28.256492614746094,1
3.0,30.894643783569336,1
3.05,24.150177001953125,1
3.1,25.39557647705078,1
3.15,22.945484161376953,1
3.2,31.474735260009766,1
3.25,33.07735061645508,1
3.3,50.543922424316406,1
3.35,38.30237579345703,1
3.4,41.52119827270508,1
3.45,37.51560592651367,1
3.5,27.54680633544922,1
3.55,33.66376495361328,1
3.6,39.33373260498047,1
3.65,40.907867431640625,1
3.7,38.511497497558594,1
3.75,41.620086669921875,1
3.8,34.729827880859375,1
3.85,42.35697937011719,1
3.9,52.42249298095703,1
3.95,34.913490295410156,1
4.0,57.55253601074219,1
4.05,68.78961944580078,1
4.1,45.05034637451172,1
4.15,37.92461395263672,1
4.2,46.9600715637207,1
4.25,57.599639892578125,1
4.3,50.89312744140625,1
4.35,42.41154861450195,1
4.4,46.185203552246094,1
4.45,29.35329246520996,1
4.5,30.46001625061035,1
4.55,25.697181701660156,1
4.6,34.69289016723633,1
4.65,24.91517448425293,1
4.7,25.077396392822266,1
4.75,27.434425354003906,1
4.8,32.4720344543457,1
4.85,22.9898681640625,1
4.9,21.767799377441406,1
4.95,40.89928436279297,1
5.0,31.308807373046875,1
5.05,22.680164337158203,1
5.1,26.945388793945312,1
5.15,25.33230972290039,1
5.2,24.027912139892578,1
5.25,20.2921142578125,1
5.3,30.210304260253906,1
5.35,8.19932746887207,1
5.4,12.150014877319336,1
5.45,12.725456237792969,1
5.5,10.289846420288086,1
5.55,13.120973587036133,1
5.6,11.563464164733887,1
5.65,12.789955139160156,1
5.7,10.915273666381836,1
5.75,13.277332305908203,1
5.8,4.956424713134766,1
5.85,4.99458122253418,1
5.9,5.9155120849609375,1
5.95,2.156834125518799,1
6.0,2.1626644134521484,1
6.05,2.5052833557128906,1
6.1,2.2317750453948975,1
6.15,8.299766540527344,1
6.2,2.4382834434509277,1
6.25,2.5058627128601074,1
6.3,2.660432815551758,1
