target_entropy,best_loss,early_stopped
6.4,3.9353912143269554e-05,1
6.45,0.0019127526320517063,1
6.5,0.0009753112099133432,1
6.55,0.0001537755597382784,1
6.6,3.960558387916535e-05,1
6.65,3.853855741908774e-05,1
6.7,0.0001571644825162366,1
6.75,2.6284396881237626e-10,1
6.8,0.0001553167967358604,1
6.85,3.9653612475376576e-05,1
6.9,3.785485387197696e-05,1
6.95,0.00035121210385113955,1
7.0,1.4551915228366852e-11,1
7.05,0.00015572116535622627,1
7.1,3.95455899706576e-05,1
7.15,3.915673369192518e-05,1
7.2,0.000158410330186598,1
7.25,5.604533726000227e-09,1
7.3,0.00015684183745179325,1
7.35,0.0006300216191448271,1
7.4,3.808403562288731e-05,1
7.45,0.00015617371536791325,1
7.5,6.1154423747211695e-09,1
7.55,0.0003544724313542247,1
7.6,3.903151082340628e-05,1
7.65,3.82962025469169e-05,1
7.7,0.006589511409401894,1
7.75,3.496097633615136e-09,1
7.8,0.00015439113485626876,1
7.85,0.0031611770391464233,1
7.9,3.84438899345696e-05,1
7.95,0.00015706884732935578,1
8.0,0.003900887444615364,1
8.05,0.0025036444421857595,1
8.1,0.0006206493126228452,1
8.15,0.0006261258386075497,1
8.2,0.00015674630412831903,1
8.25,1.114131009671837e-09,1
8.3,0.0001556021743454039,1
8.35,0.0006242182571440935,1
8.4,0.0006250286241993308,1
8.45,0.00015736778732389212,1
8.5,6.726622814312577e-09,1
8.55,0.00015593544230796397,1
8.6,0.0006263167597353458,1
8.65,0.0006245995173230767,1
8.7,0.00015866250032559037,1
8.75,4.4019543565809727e-10,1
8.8,0.00015739172522444278,1
8.85,0.0006204592646099627,1
8.9,0.0006284666596911848,1
8.95,0.00015712861204519868,1
9.0,4.456524038687348e-09,1
9.05,0.00015564975910820067,1
9.1,0.0014072800986468792,1
9.15,0.0006277495995163918,1
9.2,0.00015765504213050008,1
9.25,6.1154423747211695e-09,1
9.3,0.00015410686319228262,1
9.35,0.0006255532498471439,1
9.4,0.000627510657068342,1
9.45,0.00015446223551407456,1
9.5,7.130438461899757e-10,1
9.55,0.00015693739987909794,1
9.6,0.0006225038669072092,1
9.65,0.0006278929649852216,1
9.7,0.00015434373926836997,1
9.75,4.4019543565809727e-10,1
9.8,0.00015832632197998464,1
9.85,0.0006239323411136866,1
9.9,0.0006268896977417171,1
9.95,0.00015760715177748352,1
10.0,6.148184183984995e-10,1
10.05,0.00015823033754713833,1
10.1,0.0006256963824853301,1
10.15,0.0006268896977417171,1
10.2,0.00015460449503734708,1
10.25,5.820766091346741e-09,1
10.3,0.00015534057456534356,1
10.35,0.0006264122202992439,1
10.4,0.0006239800131879747,1
10.45,0.00015434373926836997,1
10.5,6.417394615709782e-09,1
10.55,0.00015693739987909794,1
10.6,0.00764867477118969,1
10.65,0.0006245995173230767,1
10.7,0.00015441482537426054,1
10.75,1.178705133497715e-09,1
10.8,0.00015813438221812248,1
10.85,0.0006226942641660571,1
10.9,0.0006273195613175631,1
10.95,0.00015515045379288495,1
11.0,3.725290298461914e-09,1
11.05,0.0001578706578584388,1
11.1,0.0006236465414986014,1
11.15,0.0006252193707041442,1
11.2,0.00015847035683691502,1
11.25,8.185452315956354e-10,1
11.3,0.00015458078996744007,1
11.35,0.0006246471893973649,1
11.4,0.0006277018110267818,1
11.45,0.00015579257160425186,1
11.5,6.726622814312577e-09,1
11.55,0.00015610222180839628,1
11.6,0.0006236465414986014,1
11.65,0.0006252193707041442,1
11.7,0.00015541189350187778,1
11.75,1.0219082469120622e-08,1
