target_entropy,best_loss,early_stopped
0,9.538914309814572e-05,1
0.05,0.08394280821084976,1
0.1,0.24779793620109558,1
0.15,0.045066311955451965,1
0.2,0.012702485546469688,0
0.25,0.06945551931858063,1
0.3,0.021863611415028572,0
0.35,0.05396067351102829,0
0.4,0.034869447350502014,0
0.45,0.022158384323120117,0
0.5,0.025062253698706627,1
0.55,0.02793532982468605,1
0.6,0.01680314913392067,0
0.65,0.026601556688547134,1
0.7,0.020483992993831635,1
0.75,0.019823038950562477,1
0.8,0.021382570266723633,0
0.85,0.021511254832148552,0
0.9,4.702427864074707,1
0.95,0.02226961962878704,0
1.0,0.03421110287308693,0
1.05,0.020796548575162888,1
1.1,0.04118809103965759,1
1.15,0.04094727709889412,1
1.2,0.04432601481676102,0
1.25,0.02533678151667118,1
1.3,0.05532357096672058,1
1.35,0.07602125406265259,1
1.4,0.0356246642768383,1
1.45,0.0688759833574295,1
1.5,0.04476906731724739,1
1.55,0.03684648871421814,1
1.6,0.04592099040746689,1
1.65,0.04813365638256073,1
1.7,0.07682786881923676,0
1.75,0.06406004726886749,1
1.8,0.0643002912402153,1
1.85,0.07628653943538666,0
1.9,0.05470973998308182,1
1.95,0.07580435276031494,1
2.0,0.06801591068506241,1
2.05,0.05616806447505951,1
2.1,0.09436384588479996,1
2.15,0.051528628915548325,1
2.2,0.06799724698066711,1
2.25,0.10998496413230896,0
2.3,0.10083819925785065,1
2.35,0.05590903013944626,1
2.4,0.05518350005149841,1
2.45,0.07304883003234863,1
2.5,0.132795512676239,1
2.55,0.06524576246738434,1
2.6,0.07375010848045349,1
2.65,0.09453204274177551,1
2.7,0.11072275787591934,1
2.75,0.0776972770690918,1
2.8,0.14337290823459625,1
2.85,0.1355159878730774,1
2.9,0.07818436622619629,1
2.95,0.13433006405830383,1
3.0,0.08098576217889786,1
3.05,0.12234193831682205,1
3.1,0.13950876891613007,1
3.15,0.1098865419626236,1
3.2,0.141615092754364,1
3.25,0.16502316296100616,0
3.3,0.16883927583694458,1
3.35,0.1846722662448883,1
3.4,0.17232495546340942,1
3.45,0.21347758173942566,1
3.5,0.22552679479122162,1
3.55,0.18189802765846252,1
3.6,0.3329281210899353,0
3.65,0.26690471172332764,1
3.7,0.29010623693466187,1
3.75,0.29835230112075806,1
3.8,0.3060622811317444,1
3.85,0.2908557057380676,1
3.9,0.33172255754470825,1
3.95,0.37324291467666626,1
4.0,0.40279242396354675,1
4.05,0.41483795642852783,1
4.1,0.38903582096099854,1
4.15,0.44985195994377136,1
4.2,0.6478852033615112,1
4.25,0.5795117616653442,1
4.3,0.6200668811798096,1
4.35,0.5954009294509888,1
4.4,0.6247572898864746,1
4.45,0.6639461517333984,1
4.5,0.761783242225647,1
4.55,0.7725199460983276,1
4.6,7.280689239501953,1
4.65,0.8324762582778931,1
4.7,0.8690072298049927,1
4.75,1.0311836004257202,1
4.8,1.1040418148040771,1
4.85,1.1800252199172974,1
4.9,1.1682052612304688,1
4.95,1.212623119354248,1
5.0,1.281980037689209,1
5.05,1.3121637105941772,1
5.1,1.4040263891220093,1
5.15,1.3906513452529907,1
5.2,1.5961766242980957,1
5.25,1.647835612297058,1
5.3,1.604098916053772,1
5.35,1.817847490310669,1
5.4,1.6620793342590332,1
5.45,1.935082197189331,1
5.5,2.0107016563415527,1
5.55,2.073512554168701,1
5.6,2.0271236896514893,1
5.65,2.069387912750244,1
5.7,2.1260199546813965,1
5.75,2.120133876800537,1
5.8,2.312145709991455,1
5.85,2.3199524879455566,1
5.9,2.443009376525879,1
5.95,2.3867149353027344,1
6.0,3.0878069400787354,1
6.05,2.6090450286865234,1
6.1,2.658811330795288,1
6.15,2.652027130126953,1
6.2,2.793985605239868,1
6.25,2.7477355003356934,1
6.3,2.829493522644043,1
6.35,2.840156078338623,1
6.4,2.963581085205078,1
6.45,2.9536197185516357,1
6.5,2.9982376098632812,1
6.55,3.0566213130950928,1
6.6,3.0492119789123535,1
6.65,3.0836434364318848,1
6.7,5.5391387939453125,1
6.75,3.1500320434570312,1
6.8,5.6668243408203125,1
6.85,3.2563281059265137,1
6.9,3.266733169555664,1
6.95,3.2523868083953857,1
7.0,3.304009437561035,1
7.05,3.3413829803466797,1
7.1,3.3382327556610107,1
7.15,3.3977367877960205,1
7.2,3.308773994445801,1
7.25,3.40633225440979,1
7.3,3.3825557231903076,1
7.35,3.399610996246338,1
7.4,4.968967914581299,1
7.45,3.3812618255615234,1
7.5,3.363001823425293,1
7.55,3.378511428833008,1
